"","words","term.freq","doc.freq"
"11460","inglis",1,1
"11461","noises",1,1
"11462","laughing",1,1
"11463","smoking",1,1
"11464","stretched",1,1
"11465","discreditable",1,1
"11466","order.the",1,1
"11467","committees.the",1,1
"11468","weights",2,2
"11469","turnpike",2,2
"11470","passed.the",2,2
"11471","stamps",1,1
"11472","time.the",2,2
"11473","morning.tuesday",1,1
"11474","cam",1,1
"11475","hobhouse",1,1
"11476","barnes",1,1
"11477","duncannon",1,1
"11478","sudbury",1,1
"11479","deceased.on",1,1
"11480","sunderland",1,1
"11481","railway",4,3
"11482","passed.southern",1,1
"11483","australiamr",2,1
"11484","a.baring",1,1
"11485","preliminary",2,2
"11486","mortgages",9,2
"11487","mistaken–as",1,1
"11488","been–we",1,1
"11489","substantial",1,1
"11490","becaue",1,1
"11491","eventually",1,1
"11492","tens",1,1
"11493","projectors",1,1
"11494","workings",1,1
"11495","blow",6,5
"11496","thakful",1,1
"11497","colonization–one",1,1
"11498","conscientously",1,1
"11499","pass.mr",1,1
"11500","o'dwyer",1,1
"11501","agreeing",1,1
"11502","ameloriation",1,1
"11503","committees",2,2
"11504","untilled",1,1
"11505","reclaimable",1,1
"11506","flee",1,1
"11507","outrages.mr",1,1
"11508","allusion",1,1
"11509","belonged",3,3
"11510","australiaafter",1,1
"11511","appeared–for",1,1
"11512","next.several",1,1
"11513","miramichi",0,0
"11514","camps",1,1
"11515","napier",2,1
"11516","embryo",1,1
"11517","sane",1,1
"11518","silly",1,1
"11519","ascribe",0,0
"11520","incapacity",1,1
"11521","unfitness",2,2
"11522","contrivers",1,1
"11523","emigration.–according",1,1
"11524","steam-boar",1,1
"11525","katherine's",1,1
"11526","prompts",1,1
"11527","recognised",1,1
"11528","emigration–we",1,1
"11529","neccessary",1,1
"11530","leith–the",1,1
"11531","governesses",4,3
"11532","outfit",1,1
"11533","femalesthe",1,1
"11534","boadicea",1,1
"11535","town.single",1,1
"11536","r.n",4,4
"11537","obtained.a",1,1
"11538","failies",1,1
"11539","hindmarsh",2,2
"11540","graciously",2,2
"11541","australia.–the",2,2
"11542","raisingthe",1,1
"11543","gazetted",1,1
"11544","surveyors",3,3
"11545","reception.–spectator.there",1,1
"11546","convents",4,1
"11547","suppressed",1,1
"11548","monks",1,1
"11549","secularised",1,1
"11550","duchy",1,1
"11551","posen",2,2
"11552","emigration.–it",1,1
"11553","to-day's",2,2
"11554","america–government",1,1
"11555","day-labourers",1,1
"11556","retarded",2,2
"11557","australia.the",1,1
"11558","tonsis",1,1
"11559","april.a",1,1
"11560","of.applications",1,1
"11561","leith.agricultural",1,1
"11562","colony.h",1,1
"11563","colony.–the",0,0
"11564","cygnet",1,1
"11565","colonies.–we",1,1
"11566","surgeon-superintendent",1,1
"11567","forster",1,1
"11568","spacious",2,2
"11569","commodious",1,1
"11570","intrusion",1,1
"11571","laundresses",3,1
"11572","cooks",3,1
"11573","dairymaids",2,1
"11574","housekeepers",2,1
"11575","syndey",1,1
"11576","surroundings",1,1
"11577","housemaids",2,1
"11578","needlewomen",1,1
"11579","sought",1,1
"11580","varying",2,2
"11581","clerk.–as",1,1
"11582","cawing",1,1
"11583","rooks",1,1
"11584","portends",1,1
"11585","cunning",1,1
"11586","referring",1,1
"11587","bill.burn's",1,1
"11588","monument.–we",1,1
"11589","monument",5,3
"11590","unfinished",1,1
"11591","discredit",1,1
"11592","athens",1,1
"11593","generously",2,2
"11594","requird",1,1
"11595","railing",2,2
"11596","decoration",1,1
"11597","undertaking.annuity",1,1
"11598","tax.–we",1,1
"11599","deputations",1,1
"11600","abhorrence",1,1
"11601","politico",1,1
"11602","distraint",1,1
"11603","gillon",1,1
"11604","wallhouse",1,1
"11605","numerously",1,1
"11606","attended.law",1,1
"11607","scotland.–the",1,1
"11608","prizes",1,1
"11609","examinations",1,1
"11610","awarded",2,2
"11611","neish",1,1
"11612","spence",3,2
"11613","broughton",2,2
"11614","m'naughton",1,1
"11615","junior.kilwinning",1,1
"11616","presbytery",19,3
"11617","kilmarnock",2,2
"11618","kilwinning",2,1
"11619","macgregor",2,1
"11620","pastoral",2,1
"11621","henderson",1,1
"11622","dalry",1,1
"11623","preached",2,2
"11624","cairns",1,1
"11625","stewarton",1,1
"11626","saltcoats",1,1
"11627","tait",1,1
"11628","barrhead",4,2
"11629","prosper",1,1
"11630","talented",1,1
"11631","minister.presentation",1,1
"11632","plate.–mr",1,1
"11633","uttoxeter",2,1
"11634","staffordshire",1,1
"11635","proprietors",5,3
"11636","inscription",2,2
"11637","services–march",1,1
"11638","banking",1,1
"11639","parochial",2,2
"11640","grosse",1,1
"11641","ewing",3,2
"11642","saved–the",1,1
"11643","barque",1,1
"11644","saved–and",1,1
"11645","lost.from",1,1
"11646","ood",1,1
"11647","risk.ulster",1,1
"11648","railway.–length",1,1
"11649","armagh",1,1
"11650","steepest",2,1
"11651","gradient",2,1
"11652","tunnels",2,1
"11653","length.east",1,1
"11654","railway.–we",1,1
"11655","dunbar",1,1
"11656","tranent",1,1
"11657","uniformity",1,1
"11658","increased.dundee",1,1
"11659","arbroath",1,1
"11660","railway.–the",1,1
"11661","committee's",1,1
"11662","abstract",2,2
"11663","furlongs",1,1
"11664","shareholders",2,2
"11665","locally",1,1
"11666","planes",1,1
"11667","differs",1,1
"11668","acts.–it",1,1
"11669","votes",1,1
"11670","exempted",1,1
"11671","coaches",1,1
"11672","chaises",1,1
"11673","gigs",1,1
"11674","saddle",1,1
"11675","occupiers",2,1
"11676","exemptions",1,1
"11677","heritors",3,2
"11678","follow.–east",1,1
"11679","correspondent.leith",1,1
"11680","last–john",1,1
"11681","honorary",1,1
"11682","bearers",1,1
"11683","countenance",1,1
"11684","influential",5,4
"11685","state.hay",1,1
"11686","straw.–in",1,1
"11687","straw",2,1
"11688","quoted",1,1
"11689","allegation",1,1
"11690","regatta",1,1
"11691","cornet",1,1
"11692","field.heriot's",1,1
"11693","hospital.–at",1,1
"11694","heriot's",2,1
"11695","trotter",1,1
"11696","unanimous",2,2
"11697","councillor",3,2
"11698","gillespie",2,2
"11699","gratuitously",1,1
"11700","architect",2,2
"11701","half-yearly",3,2
"11702","classed",1,1
"11703","widow's",1,1
"11704","heriot",1,1
"11705","fatherless",1,1
"11706","burgesses",1,1
"11707","freemen",1,1
"11708","charity–hence",1,1
"11709","necessitous",2,2
"11710","filling",1,1
"11711","economy.–on",1,1
"11712","lectures",3,1
"11713","elder",3,1
"11714","acclamation",1,1
"11715","lecturer",1,1
"11716","self-elected",1,1
"11717","plate.it",1,1
"11718","grieve",1,1
"11719","newington",1,1
"11720","cottage",1,1
"11721","regretted.rare",1,1
"11722","sights",2,1
"11723","london.–a",1,1
"11724","voyaged",1,1
"11725","jaunt",1,1
"11726","steamers",1,1
"11727","tourist",1,1
"11728","theological",1,1
"11729","beasts",1,1
"11730","in't!the",1,1
"11731","theatre.–mr",1,1
"11732","kean",3,1
"11733","evening–an",1,1
"11734","longest",1,1
"11735","crowding",1,1
"11736","engagement–a",1,1
"11737","shakespeare's",1,1
"11738","hamlet",1,1
"11739","macbeth",1,1
"11740","othello",1,1
"11741","shylock",1,1
"11742","investing",2,2
"11743","exciting",4,4
"11744","versatility",1,1
"11745","individuality",1,1
"11746","strenuously",1,1
"11747","successfully",1,1
"11748","audience",1,1
"11749","wreaths",1,1
"11750","address:–ladies",1,1
"11751","gentlemen–i",1,1
"11752","whichever",1,1
"11753","pilgrimage",1,1
"11754","recur",1,1
"11755","fondly",1,1
"11756","threshold",1,1
"11757","pronounce",2,2
"11758","farewell",2,2
"11759","plaudits",1,1
"11760","performances",2,2
"11761","haymarket",1,1
"11762","first.on",1,1
"11763","moxey",1,1
"11764","menzie's",1,1
"11765","harmonious",1,1
"11766","moxey.qualifications",1,1
"11767","elders.–the",1,1
"11768","cupar",2,2
"11769","factor",2,2
"11770","mugdrum",1,1
"11771","heritor",1,1
"11772","newburgh",1,1
"11773","protest",1,1
"11774","domicile",1,1
"11775","officiating",1,1
"11776","protesters",1,1
"11777","allowing",1,1
"11778","elders",1,1
"11779","vacate",1,1
"11780","intimation",1,1
"11781","m'gill",1,1
"11782","elders-elect",1,1
"11783","amusing",2,2
"11784","leven's",1,1
"11785","devotion",1,1
"11786","clerical",3,2
"11787","candour",1,1
"11788","respect.the",1,1
"11789","andrews",1,1
"11790","divinity",1,1
"11791","paxton",2,1
"11792","bestowing",2,2
"11793","ministrations",1,1
"11794","church-going",1,1
"11795","glowing",2,2
"11796","eloquence",2,2
"11797","pious",1,1
"11798","characterised",1,1
"11799","impressive",1,1
"11800","teachers",1,1
"11801","theology",1,1
"11802","synod",2,1
"11803","scriptures",1,1
"11804","unwearied",1,1
"11805","usages",9,9
"11806","ancients",1,1
"11807","illustrations",1,1
"11808","scripture–will",1,1
"11809","investigations",1,1
"11810","lucid",1,1
"11811","composition",1,1
"11812","paxton's",1,1
"11813","tennant.public",1,1
"11814","dick.–on",1,1
"11815","veterinary",3,1
"11816","surgeons",1,1
"11817","lambert",1,1
"11818","croupier",3,2
"11819","stewards",3,1
"11820","pyper",1,1
"11821","craigs",1,1
"11822","laing",1,1
"11823","dunkenny",1,1
"11824","wordsworth",1,1
"11825","w.s",1,1
"11826","rennie",1,1
"11827","lizars",1,1
"11828","drs",2,2
"11829","spittal",1,1
"11830","knox",1,1
"11831","aitken",1,1
"11832","murdoch",1,1
"11833","coldoch",1,1
"11834","blackwood",1,1
"11835","oggs",1,1
"11836","toasts",5,2
"11837","toast",2,2
"11838","patrons",1,1
"11839","conviviality",1,1
"11840","hour.royal",1,1
"11841","infirmary–we",1,1
"11842","deducting",1,1
"11843","extertions",1,1
"11844","indigence",1,1
"11845","singapore",1,1
"11846","mangles",1,1
"11847","torres",2,1
"11848","murray's",1,1
"11849","long-missing",1,1
"11850","eaton",2,1
"11851","ironworks",1,1
"11852","novo",1,1
"11853","jobbed",1,1
"11854","correspondent.)our",1,1
"11855","indifferently",2,2
"11856","improvementit",1,1
"11857","mismanaged",1,1
"11858","trusts",2,2
"11859","temptation",1,1
"11860","ave",1,1
"11861","advertisements",1,1
"11862","makers",1,1
"11863","sweepings",1,1
"11864","crammed",1,1
"11865","jobbing",2,1
"11866","happen",9,9
"11867","shipowners",1,1
"11868","overcomes",1,1
"11869","obstructs",1,1
"11870","attainment",1,1
"11871","ailment",1,1
"11872","rulrs",1,1
"11873","thwarted",1,1
"11874","harpies",1,1
"11875","leeches",1,1
"11876","devour",1,1
"11877","suck",1,1
"11878","platter",1,1
"11879","sharpen",1,1
"11880","it.as",1,1
"11881","detailing",1,1
"11882","shuttlecock",1,1
"11883","battledore",1,1
"11884","office.if",1,1
"11885","inhuman",3,3
"11886","placard",1,1
"11887","postmasters",1,1
"11888","post-offices",1,1
"11889","circulate",1,1
"11890","irrevocable",1,1
"11891","prostitution",1,1
"11892","calss",1,1
"11893","old.mr",1,1
"11894","wakley",1,1
"11895","notions",1,1
"11896","paragraphs",1,1
"11897","country–actually",1,1
"11898","youn",1,1
"11899","authority–that",1,1
"11900","dates",1,1
"11901","meployment",1,1
"11902","int",1,1
"11903","reserve.mr",1,1
"11904","lushington",1,1
"11905","proceedigs",1,1
"11906","gration",1,1
"11907","mainted",1,1
"11908","posible",1,1
"11909","committee–to",1,1
"11910","sin",1,1
"11911","sendng",0,0
"11912","colonies–of",1,1
"11913","duping",1,1
"11914","unprotected",2,2
"11915","relied",1,1
"11916","ments",2,2
"11917","documents.the",1,1
"11918","trade.the",1,1
"11919","evening.–the",1,1
"11920","averages",2,1
"11921","progress.the",1,1
"11922","bays",1,1
"11923","combining",1,1
"11924","growers",1,1
"11925","land.s",1,1
"11926","australiangood",1,1
"11927","grease",1,1
"11928","frist",1,1
"11929","realised",1,1
"11930","woo's.huddersfield",1,1
"11931","tuesday.–there",1,1
"11932","good.bradford",1,1
"11933","unabated",1,1
"11934","staplers",1,1
"11935","sales.rochdale",1,1
"11936","last.–low",1,1
"11937","rochdale",1,1
"11938","considerale",1,1
"11939","extent.york",1,1
"11940","attendance",1,1
"11941","week's",1,1
"11942","hog",3,2
"11943","ewe",2,1
"11944","cots",2,1
"11945","adverting",2,2
"11946","imparted",10,10
"11947","collectively",2,2
"11948","individually",3,3
"11949","conscientiously",2,2
"11950","ecourage",1,1
"11951","furher",1,1
"11952","uprotected",1,1
"11953","realtives",1,1
"11954","australia–on",0,0
"11955","renwick",1,1
"11956","couples",1,1
"11957","bachelors",1,1
"11958","spinsters",1,1
"11959","maturer",1,1
"11960","australiawe",1,1
"11961","spencer's",3,1
"11962","kangaroo",1,1
"11963","longitude",5,3
"11964","preferably",1,1
"11965","surveying",1,1
"11966","distinctive",1,1
"11967","positively",3,3
"11968","quasi",1,1
"11969","australasia",2,2
"11970","monopolised",1,1
"11971","termed",2,2
"11972","ridiculous",1,1
"11973","nationa",1,1
"11974","diemen-lander",1,1
"11975","south-wales-ian",1,1
"11976","river-ite",1,1
"11977","king-george's",1,1
"11978","soundian",1,1
"11979","holland.–the",1,1
"11980","despatched",3,3
"11981","geographical",2,2
"11982","australia.–an",1,1
"11983","sum–and",1,1
"11984","adults",1,1
"11985","clergyman",5,3
"11986","given–if",0,0
"11987","mid-lothian",1,1
"11988","acommodate",1,1
"11989","emigrants.–the",1,1
"11990","midlothian",2,1
"11991","believw",1,1
"11992","appropriated",2,2
"11993","emigration–the",1,1
"11994","farm-servants",1,1
"11995","shepherds",2,2
"11996","multiplying",1,1
"11997","zone",2,1
"11998","latitudes",1,1
"11999","torried",1,1
"12000","ago.though",1,1
"12001","unpromising",1,1
"12002","margin",1,1
"12003","capabale",1,1
"12004","mil",1,1
"12005","lions",1,1
"12006","contributing",1,1
"12007","hemisphere",4,4
"12008","correspondences",1,1
"12009","transferring",1,1
"12010","subjest",1,1
"12011","inference",1,1
"12012","improvident",1,1
"12013","duced",1,1
"12014","deteriorated",1,1
"12015","fraction",1,1
"12016","ninety-two",1,1
"12017","station.in",1,1
"12018","fluctua",1,1
"12019","addingthe",1,1
"12020","discrepancy",1,1
"12021","agent-general",2,1
"12022","comprehends",1,1
"12023","returned.the",1,1
"12024","years.annual",1,1
"12025","net",1,1
"12026","commerce.the",1,1
"12027","increment",1,1
"12028","independently",1,1
"12029","mortals",1,1
"12030","railroads",1,1
"12031","alleganies",1,1
"12032","absorb",1,1
"12033","finger",1,1
"12034","inventions",1,1
"12035","annihilate",1,1
"12036","juxtaposition",1,1
"12037","overpeopled.from",1,1
"12038","almanac",1,1
"12039","was–from",1,1
"12040","texas",1,1
"12041","celeris",1,1
"12042","paribus",1,1
"12043","sardinia",1,1
"12044","naples",1,1
"12045","papal",1,1
"12046","sends",2,1
"12047","nuisance",1,1
"12048","buchanan's",4,3
"12049","key",2,2
"12050","aldermen",1,1
"12051","almshouses",2,1
"12052","aliens",1,1
"12053","crowds",1,1
"12054","clustering",1,1
"12055","unaccustomed",1,1
"12056","rainment",1,1
"12057","australia.–several",1,1
"12058","souther",2,2
"12059","packet-ship",1,1
"12060","orleana",1,1
"12061","amount.general",1,1
"12062","flinter.–we",1,1
"12063","flinter",2,1
"12064","suicide",1,1
"12065","government.–morning",1,1
"12066","sub",1,1
"12067","jects.–the",1,1
"12068","refers",1,1
"12069","arrests",1,1
"12070","accuses",1,1
"12071","stimulating",2,2
"12072","revolt",2,2
"12073","conciliate",1,1
"12074","separatists",1,1
"12075","pomerania",1,1
"12076","assemblyon",1,1
"12077","tolbooth",1,1
"12078","church–dr",1,1
"12079","moderator",6,1
"12080","chair.the",1,1
"12081","recalled",1,1
"12082","glenelg",4,1
"12083","disavowing",1,1
"12084","blaming",1,1
"12085","satisfaction.the",1,1
"12086","approving",1,1
"12087","laymen",1,1
"12088","discontinued",1,1
"12089","ecclesiastical",2,1
"12090","defied",1,1
"12091","authority.on",1,1
"12092","re-appoint",1,1
"12093","country.case",1,1
"12094","isles.–the",1,1
"12095","lobby",1,1
"12096","sederunt",2,1
"12097","gardner",1,1
"12098","to–that",1,1
"12099","hearsay",1,1
"12100","inadmissable",1,1
"12101","vestibule",1,1
"12102","attempting",3,3
"12103","ministry",1,1
"12104","deposition",1,1
"12105","vacant.–the",1,1
"12106","deposition.case",1,1
"12107","lethendy.–in",1,1
"12108","procurator",1,1
"12109","presentee",3,2
"12110","lethendy",1,1
"12111","dunkeld",3,2
"12112","kessen",1,1
"12113","inducted",1,1
"12114","despite",2,2
"12115","interdicts",1,1
"12116","authorize",1,1
"12117","itself.mr",1,1
"12118","commendation",1,1
"12119","procurator's",1,1
"12120","practically",1,1
"12121","rightful",1,1
"12122","church.dr",1,1
"12123","unprepared",1,1
"12124","concur",1,1
"12125","bridges",4,1
"12126","bidding",1,1
"12127","trampling",1,1
"12128","punishment.–mr",1,1
"12129","inasmuch",2,2
"12130","dunkeld.mr",1,1
"12131","makgill",1,1
"12132","bishops",1,1
"12133","emphatically",1,1
"12134","upholding",1,1
"12135","share.mr",1,1
"12136","waive",0,0
"12137","intimating",1,1
"12138","incompetent",1,1
"12139","inexpedient",1,1
"12140","resolution.commemoration",1,1
"12141","centenary",2,1
"12142","glasgow.–in",1,1
"12143","founder",1,1
"12144","liverties",1,1
"12145","thanksgiving",1,1
"12146","almighty",1,1
"12147","zion.at",1,1
"12148","devotional",1,1
"12149","exercises",1,1
"12150","succession.the",1,1
"12151","ship.–the",1,1
"12152","fejees",1,1
"12153","groups",3,3
"12154","wyndham",1,1
"12155","egremont.–morning",1,1
"12156","zealand.–a",1,1
"12157","dejeuner",1,1
"12158","petre",2,2
"12159","daryanthus",1,1
"12160","excelsa–this",1,1
"12161","hothouses",1,1
"12162","collections–this",1,1
"12163","atholl",1,1
"12164","seapus",1,1
"12165","heigh",1,1
"12166","diverge",1,1
"12167","crimson",9,9
"12168","pink",1,1
"12169","outer",1,1
"12170","petals",1,1
"12171","crinum",1,1
"12172","amabile",1,1
"12173","green-houseplants.–dunkeld",1,1
"12174","may.by",1,1
"12175","presenter",1,1
"12176","deputy.on",1,1
"12177","preacher",1,1
"12178","mungo",1,1
"12179","orr",1,1
"12180","sea.–we",1,1
"12181","palmyra",2,2
"12182","bulwark",1,1
"12183","dismantled",1,1
"12184","towed",1,1
"12185","re-sailing",1,1
"12186","colonisation",1,1
"12187","lloyds",1,1
"12188","london.–stirling",1,1
"12189","dublin.–one",1,1
"12190","monitor",1,1
"12191","rotunda",1,1
"12192","speakers",3,3
"12193","applauses",1,1
"12194","identified",1,1
"12195","superb",2,2
"12196","adamson",2,2
"12197","shot.–on",1,1
"12198","deliverate",1,1
"12199","palce",1,1
"12200","pocked",1,1
"12201","pistol",1,1
"12202","assailant",1,1
"12203","behaving",1,1
"12204","intrusting",1,1
"12205","recorded.–ibid",1,1
"12206","accompanies",2,2
"12207","officiate",1,1
"12208","clude",1,1
"12209","strictest",1,1
"12210","passengers.–new",1,1
"12211","poetrythe",1,1
"12212","woodland",13,1
"12213","nicoll.the",1,1
"12214","wilt",1,1
"12215","squirrel",1,1
"12216","perchen",1,1
"12217","oaken",1,1
"12218","tree",5,3
"12219","doth",2,1
"12220","dew",1,1
"12221","wander",3,1
"12222","kiss",1,1
"12223","leaflets",1,1
"12224","peeps",1,1
"12225","nooks",1,1
"12226","dun",1,1
"12227","roam",1,1
"12228","song-birds",1,1
"12229","turf",2,2
"12230","shorn",8,8
"12231","daylight",1,1
"12232","dim",1,1
"12233","cushat's",1,1
"12234","coo",1,1
"12235","hermit's",1,1
"12236","hymn",1,1
"12237","care-worn",1,1
"12238","self-beguiled",1,1
"12239","woes",2,2
"12240","hazels",1,1
"12241","ladye-broom",1,1
"12242","god-built",1,1
"12243","patches",1,1
"12244","aye",2,1
"12245","gladden",1,1
"12246","nature's",1,1
"12247","stream–that",1,1
"12248","prattling",1,1
"12249","wanders",1,1
"12250","thy",2,1
"12251","woodlands",1,1
"12252","parth",1,1
"12253","woo",1,1
"12254","cup",1,1
"12255","omnipotence",1,1
"12256","scents",1,1
"12257","bowers",2,1
"12258","woodlan",2,1
"12259","dreamed",2,2
"12260","beauteous",1,1
"12261","tis",2,1
"12262","linnet's",1,1
"12263","fairies",1,1
"12264","wondrous",1,1
"12265","hermitage",1,1
"12266","reared",1,1
"12267","wold",1,1
"12268","springlet",1,1
"12269","pilgrim",1,1
"12270","stories",1,1
"12271","sunlight",2,1
"12272","olden",1,1
"12273","glories",1,1
"12274","hood",1,1
"12275","bowmen",1,1
"12276","raids",1,1
"12277","tales",1,1
"12278","prime",1,1
"12279","forever",1,1
"12280","piled",1,1
"12281","grassy",1,1
"12282","glades",1,1
"12283","wild!–make",1,1
"12284","haste.–make",1,1
"12285","haste",1,1
"12286","gladness",2,1
"12287","gushing",1,1
"12288","gleam",1,1
"12289","paths",1,1
"12290","pluck",1,1
"12291","warns",1,1
"12292","tail's",1,1
"12293","magazinesong",1,1
"12294","steer",2,1
"12295","helmsman",1,1
"12296","stars",1,1
"12297","realm–one",1,1
"12298","england's",1,1
"12299","shine",2,2
"12300","cheer",7,1
"12301","we'll",5,1
"12302","we've",2,1
"12303","smiling",2,1
"12304","importune",1,1
"12305","sow",1,1
"12306","plenty's",1,1
"12307","seeds",1,1
"12308","prune",1,1
"12309","chorus–cheer",3,1
"12310","uncheered",1,1
"12311","seclusion's",1,1
"12312","wildest",1,1
"12313","lowing",1,1
"12314","tinkling",1,1
"12315","folds",1,1
"12316","rubies",0,0
"12317","blush",1,1
"12318","vineyards",1,1
"12319","girt",2,2
"12320","gush",1,1
"12321","amalthea's",1,1
"12322","britannia's",1,1
"12323","veins",1,1
"12324","girdle",1,1
"12325","ariel's",1,1
"12326","magic",1,1
"12327","leiththursday",1,1
"12328","indus",2,1
"12329","broadfoot",1,1
"12330","professions",1,1
"12331","australia.on",1,1
"12332","deck",2,2
"12333","steam-ship",1,1
"12334","thighbone",1,1
"12335","bruised",1,1
"12336","dispensary",1,1
"12337","injuries",1,1
"12338","wales.–dr",0,0
"12339","convener",1,1
"12340","dissensions",1,1
"12341","recomitted",1,1
"12342","committee.–this",1,1
"12343","destitution.–some",1,1
"12344","sick-bed",1,1
"12345","temporarily",1,1
"12346","crippled",1,1
"12347","relive",1,1
"12348","thankfully",1,1
"12349","cunninham",1,1
"12350","tolbooth-wynd",1,1
"12351","zealand.–on",2,2
"12352","guildhall",1,1
"12353","requisition",2,2
"12354","preserving",2,2
"12355","abandonment",1,1
"12356","longestablished",1,1
"12357","endangered",1,1
"12358","pretensions",1,1
"12359","threatens",1,1
"12360","extermination",1,1
"12361","independency",1,1
"12362","hustings",1,1
"12363","hawes",1,1
"12364","peers",1,1
"12365","ashburton",3,2
"12366","eliot",1,1
"12367","zealand–name",1,1
"12368","lambton",1,1
"12369","nicholson",4,4
"12370","statesmanlike",1,1
"12371","approval",1,1
"12372","perpetuating",1,1
"12373","weavers.–the",1,1
"12374","transporting",2,2
"12375","enriched",1,1
"12376","refuses",1,1
"12377","literaturenarrative",1,1
"12378","whaling",2,1
"12379","debell",1,1
"12380","f.r.g.s",1,1
"12381","bentley.we",1,1
"12382","volumes",2,1
"12383","scoresby's",1,1
"12384","volume",1,1
"12385","anatomy",1,1
"12386","sperm",3,1
"12387","untouched",1,1
"12388","dwindles",1,1
"12389","secondary",1,1
"12390","prominence",1,1
"12391","chapters",1,1
"12392","material.in",1,1
"12393","sketches",2,1
"12394","reading–full",1,1
"12395","graphic",1,1
"12396","primitive",1,1
"12397","simplicity",1,1
"12398","congregagation",1,1
"12399","raiatea",1,1
"12400","shirt",1,1
"12401","surmounting",1,1
"12402","maro",1,1
"12403","attire",1,1
"12404","coat",1,1
"12405","neckerchief",1,1
"12406","shirt!we",1,1
"12407","noted",2,1
"12408","purveyors",1,1
"12409","temperance",1,1
"12410","predicament.another",1,1
"12411","striking–mark",1,1
"12412","bon",1,1
"12413","vivants",1,1
"12414","civilzed",1,1
"12415","world–is",1,1
"12416","islanders",2,2
"12417","refined",1,1
"12418","civilised",1,1
"12419","highlanders",1,1
"12420","highlander",1,1
"12421","paten",1,1
"12422","cake",1,1
"12423","fellow-feeling",1,1
"12424","civic",1,1
"12425","dignitary",1,1
"12426","say.mr",1,1
"12427","bennett's",1,1
"12428","fault",1,1
"12429","phraseology.we",1,1
"12430","task.some",1,1
"12431","reluctant",1,1
"12432","tail",3,3
"12433","jaws",2,1
"12434","rushing",2,2
"12435","teeth",9,9
"12436","biting",1,1
"12437","wreck",2,1
"12438","fragments",1,1
"12439","swings",1,1
"12440","jaw",2,1
"12441","moments",11,11
"12442","attitude",1,1
"12443","rolling",1,1
"12444","harmlessly",1,1
"12445","expanded",1,1
"12446","demonstrations",1,1
"12447","flukes",1,1
"12448","boat's",1,1
"12449","swimming",2,2
"12450","clinging",1,1
"12451","passed.in",1,1
"12452","pusie",1,1
"12453","withstood",1,1
"12454","lances",1,1
"12455","hurled",1,1
"12456","bows",1,1
"12457","lacerated",1,1
"12458","animal's",1,1
"12459","jaw.a",1,1
"12460","tragical",1,1
"12461","ferocity",1,1
"12462","south-seaman",1,1
"12463","pollard",1,1
"12464","harpooned",1,1
"12465","equip",1,1
"12466","unserviceable",1,1
"12467","masthead",1,1
"12468","cachalot",0,0
"12469","guardian",1,1
"12470","approached",9,9
"12471","enraged",1,1
"12472","starboard",1,1
"12473","bow",2,1
"12474","barely",1,1
"12475","sink",2,2
"12476","equator",1,1
"12477","marquesan",1,1
"12478","inhospitable",1,1
"12479","race",5,4
"12480","privations.a",1,1
"12481","cachalots",1,1
"12482","conspicuously",1,1
"12483","hump",1,1
"12484","gear",1,1
"12485","cimilar",1,1
"12486","celebrity",1,1
"12487","timor",1,1
"12488","invincible",1,1
"12489","whaler",1,1
"12490","forewarned",1,1
"12491","combative",1,1
"12492","floating",1,1
"12493","ruse",1,1
"12494","nipped",1,1
"12495","emigration.–there",1,1
"12496","twenty-three",1,1
"12497","berth",2,1
"12498","lan[?]ceston",1,1
"12499","port-philip",5,3
"12500","missionary.–the",0,0
"12501","lamented",1,1
"12502","subscriptions",2,2
"12503","chartists",5,1
"12504","again.(from",1,1
"12505","argus.)on",1,1
"12506","memorializing",1,1
"12507","mustered",1,1
"12508","obstruction",1,1
"12509","evening.–mr",1,1
"12510","resolution.–mr",1,1
"12511","chartist",3,1
"12512","spouter",1,1
"12513","purpose–that",1,1
"12514","operatives",1,1
"12515","repeatedly",1,1
"12516","convened",1,1
"12517","country–and",1,1
"12518","hissing",1,1
"12519","yelling",1,1
"12520","woefully",1,1
"12521","impudence",1,1
"12522","discuss",1,1
"12523","gravely",2,2
"12524","indignantly",1,1
"12525","averred",1,1
"12526","incur",1,1
"12527","swallowed",1,1
"12528","cannibals",9,9
"12529","sagely",1,1
"12530","wicked",2,2
"12531","useless–for",1,1
"12532","childish",1,1
"12533","spouters",1,1
"12534","knocking",2,2
"12535","fraught",1,1
"12536","only–and",1,1
"12537","queen–to",1,1
"12538","stretch",1,1
"12539","obstructive",1,1
"12540","power–if",1,1
"12541","financial",1,1
"12542","manifestly",1,1
"12543","over-due",1,1
"12544","henceforth",1,1
"12545","walesmr",1,1
"12546","demnation",1,1
"12547","antecedently",1,1
"12548","murmur",1,1
"12549","averaged",1,1
"12550","assignment",2,1
"12551","maintaing",1,1
"12552","strictness",1,1
"12553","valid",1,1
"12554","exaction",1,1
"12555","oclony",1,1
"12556","impact",1,1
"12557","checking",1,1
"12558","abstracted",1,1
"12559","pressingly",1,1
"12560","intersts",1,1
"12561","cite",1,1
"12562","quorum",1,1
"12563","wales.we",1,1
"12564","cuncil",1,1
"12565","immigration",1,1
"12566","showing",1,1
"12567","immigrant",1,1
"12568","renumerating",1,1
"12569","employment.resolved",1,1
"12570","proving",1,1
"12571","able-bodied",1,1
"12572","dearth",1,1
"12573","arise.resolved",1,1
"12574","progressively",1,1
"12575","latter–the",1,1
